adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks	pubfloatusd	floatdate	floataxis	floatmems
0001683168-19-000096	1459482	CHINESEINVESTORS.COM, INC.	8200	US	CA	SAN GABRIEL	91776	227 W. VALLEY BLVD. SUITE 208A		800-958-8561	US	CA	SAN GABRIEL	91776	227 W. VALLEY BLVD. SUITE 208A		US	IN	352089868			4-NON	0	0531	10-Q	20181130	2019	Q2	20190114	2019-01-14 17:04:00.0	0	1	ciix-20181130.xml	1					
0001683168-19-000111	1377167	FINANCIAL GRAVITY COMPANIES, INC.	6199	US	TX	ALLEN	75013	800 N. WATTERS ROAD, SUITE 150		469-342-9100	US	TX	ALLEN	75013	800 N. WATTERS ROAD, SUITE 150		US	NV	204057712	PACIFIC OIL CO	20131230	4-NON	0	0930	10-K	20180930	2019	FY	20190115	2019-01-15 17:19:00.0	0	1	fgco-20180930.xml	1		3046000.00	20180331		
0001683168-19-000136	867840	PRECISION OPTICS CORPORATION, INC.	3845	US	MA	GARDNER	01440	22 EAST BROADWAY		978-630-1800	US	MA	GARDNER	01440	22 EAST BROADWAY		US	MA	042795294	PRECISION OPTICS CORP INC	20111027	4-NON	0	0630	S-1/A	20180930	2019	Q1	20190116	2019-01-16 16:48:00.0	0	1	peye-20180630.xml	1		2406427.00	20171229		
0001683168-19-000146	1343009	CANNABICS PHARMACEUTICALS INC.	2834	US	MD	BETHESDA	20814	#3 BETHESDA METRO CENTER	SUITE 700	877-424-2429	US	MD	BETHESDA	20814	#3 BETHESDA METRO CENTER	SUITE 700	US	NV	203373669	AMERICAN MINING CORP	20110510	4-NON	0	0831	10-Q	20181130	2019	Q1	20190117	2019-01-17 10:38:00.0	0	1	cnbx-20180531.xml	1					
0001683168-19-000157	774937	EXELED HOLDINGS INC.	3640	US	CO	ARVADA	80002	5310 WARD ROAD	SUITE 106	(720) 361-2056	US	CO	ARVADA	80002	5310 WARD ROAD	SUITE 106	US	DE	464897052	ENERGIE HOLDINGS, INC.	20140226	4-NON	0	1231	10-Q	20180930	2018	Q3	20190117	2019-01-17 17:18:00.0	0	1	eled-20180930.xml	1					
0001683168-19-000188	1114925	LANTRONIX INC	3576	US	CA	IRVINE	92618	7535 IRVINE CENTER DR., SUITE 100		9494533990	US	CA	IRVINE	92618	7535 IRVINE CENTER DR., SUITE 100		US	DE	330362767			4-NON	0	0630	10-Q	20181231	2019	Q2	20190125	2019-01-25 06:31:00.0	0	1	ltrx-20181231.xml	1					
0001683168-19-000202	1550053	GRAND PERFECTA, INC.	7948	US	NV	CARSON CITY	89706	123 WEST NYE LANE	SUITE 129	(775) 884-9380	US	NV	CARSON CITY	89706	123 WEST NYE LANE	SUITE 129	US	NV	465732930	STI HOLDINGS, INC.	20120515	4-NON	0	0731	10-K	20180731	2018	FY	20190125	2019-01-25 15:15:00.0	0	1	gpiw-20180731.xml	1		1087560.00	20180131		
0001683168-19-000211	1462047	PRIME GLOBAL CAPITAL GROUP INC	6500	MY		KUALA LUMPUR	50400	E-5-2, MEGAN AVENUE 1, BLOCK E	JALAN TUN RAZAK	603-2162-0773	MY		KUALA LUMPUR	50400	E-5-2, MEGAN AVENUE 1, BLOCK E	JALAN TUN RAZAK	US	NV	264309660	HOME TOUCH HOLDING CO	20090415	4-NON	0	1031	10-K	20181031	2018	FY	20190129	2019-01-29 09:05:00.0	0	1	pgcg-20181031.xml	1		45787132.00	20180430		
0001683168-19-000241	1313938	SIBANNAC, INC.	2834	US	AZ	PHOENIX	85016	2122 E. HIGHLAND AVENUE, SUITE 425		480-498-8300	US	AZ	PHOENIX	85016	2122 E. HIGHLAND AVENUE, SUITE 425		US	NV	330903494	SIBANNIC, INC.	20150310	5-SML	0	0831	10-K/A	20160831	2016	FY	20190204	2019-02-04 12:04:00.0	0	1	snnc-20160831.xml	1		5448000.00	20160228		
0001683168-19-000327	882291	AETHLON MEDICAL INC	3826	US	CA	SAN DIEGO	92123	9635 GRANITE RIDGE DRIVE, SUITE 100		858-459-7800	US	CA	SAN DIEGO	92123	9635 GRANITE RIDGE DRIVE, SUITE 100		US	NV	133632859	BISHOP EQUITIES INC	19930602	4-NON	0	0331	10-Q	20181231	2019	Q3	20190211	2019-02-11 17:16:00.0	0	1	aemd-20181231.xml	1					
0001683168-19-000350	867840	PRECISION OPTICS CORPORATION, INC.	3845	US	MA	GARDNER	01440	22 EAST BROADWAY		978-630-1800	US	MA	GARDNER	01440	22 EAST BROADWAY		US	MA	042795294	PRECISION OPTICS CORP INC	20111027	4-NON	0	0630	10-Q	20181231	2019	Q2	20190212	2019-02-12 16:01:00.0	0	1	peye-20181231.xml	1					
0001683168-19-000363	1045742	LIVE VENTURES INC	6799	US	NV	LAS VEGAS	89119	325 EAST WARM SPRINGS ROAD	SUITE 102	(702) 997-5968	US	NV	LAS VEGAS	89119	325 EAST WARM SPRINGS ROAD	SUITE 102	US	NV	850206668	LIVEDEAL INC	20070815	4-NON	0	0930	10-Q	20181231	2019	Q1	20190213	2019-02-13 08:02:00.0	0	1	live-20181231.xml	1					
0001683168-19-000370	1527844	GLOBE PHOTOS, INC.	5990	US	NV	LAS VEGAS	90232	6445 SOUTH TENAYA WAY, B-130		702-722-6113	US	NV	LAS VEGAS	90232	6445 SOUTH TENAYA WAY, B-130		US	DE	270746744	CAPITAL ART, INC.	20110811	5-SML	0	1231	S-1	20180930	2018	Q3	20190213	2019-02-13 16:46:00.0	0	1	gbpt-20180930.xml	1		11174880.00	20180430		
0001683168-19-000379	722572	FRANKLIN WIRELESS CORP	3661	US	CA	SAN DIEGO	92121	9707 WAPLES STREET, SUITE 150		858-623-0000	US	CA	SAN DIEGO	92121	9707 WAPLES STREET, SUITE 150		US	NV	953733534	FRANKLIN TELECOMMUNICATIONS CORP	19920703	4-NON	0	0630	10-Q	20181231	2019	Q2	20190214	2019-02-14 12:28:00.0	0	1	fkwl-20181231.xml	1					
0001683168-19-000386	1550053	GRAND PERFECTA, INC.	7948	US	NV	CARSON CITY	89706	123 WEST NYE LANE	SUITE 129	(775) 884-9380	US	NV	CARSON CITY	89706	123 WEST NYE LANE	SUITE 129	US	NV	465732930	STI HOLDINGS, INC.	20120515	4-NON	0	0731	10-Q	20181031	2019	Q1	20190214	2019-02-14 16:21:00.0	0	1	gpiw-20181031.xml	1					
0001683168-19-000401	1367083	SONOMA PHARMACEUTICALS, INC.	2834	US	CA	PETALUMA	94954	1129 N. MCDOWELL BLVD.		707-283-0550	US	CA	PETALUMA	94954	1129 N. MCDOWELL BLVD.		US	DE	680423298	OCULUS INNOVATIVE SCIENCES, INC.	20060622	4-NON	0	0331	10-Q	20181231	2019	Q3	20190214	2019-02-14 17:13:00.0	0	1	snoa-20181231.xml	1					
0001683168-19-000433	1500122	NOBLE VICI GROUP, INC.	7389	SG		SINGAPORE	048616	1 RAFFLES PLACE, #33-02	ONE RAFFLES PLACE TOWER ONE	65 6491 7998	SG		SINGAPORE	048616	1 RAFFLES PLACE, #33-02	ONE RAFFLES PLACE TOWER ONE	US	DE	421772663	GOLD UNION INC.	20140108	4-NON	0	0331	10-Q	20181231	2019	Q3	20190219	2019-02-19 11:08:00.0	1	1	nvgi-20181231.xml	1					
0001683168-19-000436	1581545	FREEDOM LEAF INC.	2741	US	NV	LAS VEGAS	89120	3571 E. SUNSET ROAD, SUITE 420		877-442-0411	US	NV	LAS VEGAS	89120	3571 E. SUNSET ROAD, SUITE 420		US	NV	462093679	ARKADIA INTERNATIONAL	20130715	4-NON	0	0630	10-Q	20181231	2019	Q2	20190219	2019-02-19 12:53:00.0	0	1	frlf-20181231.xml	1					
0001683168-19-000438	1377167	FINANCIAL GRAVITY COMPANIES, INC.	6199	US	TX	ALLEN	75013	800 N. WATTERS ROAD, SUITE 120		469-342-9100	US	TX	ALLEN	75013	800 N. WATTERS ROAD, SUITE 120		US	NV	204057712	PACIFIC OIL CO	20131230	4-NON	0	0930	10-Q	20181231	2019	Q1	20190219	2019-02-19 14:40:00.0	0	1	fgco-20181231.xml	1					
0001683168-19-000448	1653876	MOMENTOUS HOLDINGS CORP.	7372	GB		LONDON, ENGLAND	W1J  7WS	32 CURZON STREET		44-744-430-1337	GB		LONDON, ENGLAND	W1J  7WS	32 CURZON STREET		US	NV	320471741			4-NON	0	0531	10-Q	20181130	2018	Q2	20190219	2019-02-19 17:14:00.0	0	1	none-20181130.xml	1					
0001683168-19-000506	1500122	NOBLE VICI GROUP, INC.	7389	SG		SINGAPORE	048616	1 RAFFLES PLACE, #33-02	ONE RAFFLES PLACE TOWER ONE	65 6491 7998	SG		SINGAPORE	048616	1 RAFFLES PLACE, #33-02	ONE RAFFLES PLACE TOWER ONE	US	DE	421772663	GOLD UNION INC.	20140108	4-NON	0	0331	10-Q/A	20181231	2019	Q3	20190227	2019-02-27 12:31:00.0	0	1	nvgi-20181231.xml	1					
0001683168-19-000583	1590418	FOCUS UNIVERSAL INC.	3823	US	CA	ONTARIO	91761	2311 EAST LOCUST STREET		917-830-6517	US	CA	ONTARIO	91761	2311 EAST LOCUST STREET		US	NV	463355876			4-NON	0	1231	10-K	20181231	2018	FY	20190311	2019-03-08 17:51:00.0	0	1	fcuv-20181231.xml	1		302733248.00	20190308		
0001683168-19-000586	1557798	TIANCI INTERNATIONAL, INC.	1311	MY		SELANGOR DARUL EHSAN	47640	NO. 45-2, JALAN USJ 21/10	SUBANG JAYA	6012-503-7322	MY		SELANGOR DARUL EHSAN	47640	NO. 45-2, JALAN USJ 21/10	SUBANG JAYA	US	NV	455440446	STEAMPUNK WIZARDS, INC.	20150702	4-NON	0	0731	10-Q	20190131	2019	Q2	20190311	2019-03-11 08:31:00.0	0	1	ciit-20190131.xml	1					
0001683168-19-000596	1420520	ATOMERA INC	3674	US	CA	LOS GATOS	95032	750 UNIVERSITY AVENUE	SUITE 280	408-442-5248	US	CA	LOS GATOS	95032	750 UNIVERSITY AVENUE	SUITE 280	US	DE	000000000	MEARS TECHNOLOGIES INC	20071206	4-NON	0	1231	10-K	20181231	2018	FY	20190311	2019-03-11 16:06:00.0	0	1	atom-20181231.xml	1		68244624.00	20180630		
0001683168-19-000603	704562	AVID BIOSERVICES, INC.	2834	US	CA	TUSTIN	92780	2642 MICHELLE DRIVE, SUITE 200		714.508.6100	US	CA	TUSTIN	92780	2642 MICHELLE DRIVE, SUITE 200		US	DE	953698422	PEREGRINE PHARMACEUTICALS INC	20001109	2-ACC	0	0430	10-Q	20190131	2019	Q3	20190311	2019-03-11 16:49:00.0	0	1	cdmo-20190131.xml	1					
0001683168-19-000607	1496443	3PEA INTERNATIONAL, INC.	7389	US	NV	HENDERSON	89012	1700 W HORIZON RIDGE PARKWAY	SUITE 200	702-453-2221	US	NV	HENDERSON	89012	1700 W HORIZON RIDGE PARKWAY	SUITE 200	US	NV	954550154			4-NON	0	1231	10-K	20181231	2018	FY	20190312	2019-03-12 08:01:00.0	0	1	tpnl-20181231.xml	1		60314636.00	20180630		
0001683168-19-000633	1626644	ODYSSEY GROUP INTERNATIONAL, INC.	2833	US	CA	IRVINE	92614	2372 MORSE AVE.		702-751-1418	US	CA	IRVINE	92614	2372 MORSE AVE.		US	NV	471022125			4-NON	0	0731	10-Q	20181031	2019	Q1	20190313	2019-03-13 13:39:00.0	0	1	odyy-20181031.xml	1					
0001683168-19-000635	889609	CONSUMER PORTFOLIO SERVICES INC	6199	US	CA	IRVINE	92612	19500 JAMBOREE ROAD		9497536800	US	CA	IRVINE	92612	19500 JAMBOREE ROAD		US	CA	330459135			2-ACC	0	1231	10-K	20181231	2018	FY	20190313	2019-03-13 15:41:00.0	0	1	cpss-20181231.xml	1		60758855680.00	20180630		
0001683168-19-000644	1409175	WECONNECT TECH INTERNATIONAL, INC.	7389	MY		PETALING JAYA, SELANGOR	46100	1-01, 1ST FLOOR, AXIS BUSINESS CAMPUS	BLOCK A, NO 13A&13B, JALAN 225, SEC 51A	60-17-380-2755	MY		PETALING JAYA, SELANGOR	46100	1-01, 1ST FLOOR, AXIS BUSINESS CAMPUS	BLOCK A, NO 13A&13B, JALAN 225, SEC 51A	US	NV	392060052	CONTACT MINERALS CORP.	20070808	4-NON	0	0731	10-Q	20190131	2019	Q2	20190314	2019-03-14 08:03:00.0	0	1	wect-20190131.xml	1					
0001683168-19-000652	1462047	PRIME GLOBAL CAPITAL GROUP INC	6500	MY		KUALA LUMPUR	50400	E-5-2, MEGAN AVENUE 1, BLOCK E	JALAN TUN RAZAK	603-2162-0773	MY		KUALA LUMPUR	50400	E-5-2, MEGAN AVENUE 1, BLOCK E	JALAN TUN RAZAK	US	NV	264309660	HOME TOUCH HOLDING CO	20090415	4-NON	0	1031	10-Q	20190131	2019	Q1	20190314	2019-03-14 10:49:00.0	0	1	pgcg-20190131.xml	1					
0001683168-19-000655	1626644	ODYSSEY GROUP INTERNATIONAL, INC.	2833	US	CA	IRVINE	92614	2372 MORSE AVE.		702-751-1418	US	CA	IRVINE	92614	2372 MORSE AVE.		US	NV	471022125			4-NON	0	0731	10-Q	20190131	2019	Q2	20190314	2019-03-14 12:00:00.0	0	1	odyy-20190131.xml	1					
0001683168-19-000666	1157075	PHARMACYTE BIOTECH, INC.	2836	US	CA	LAGUNA HILLS	92653	23046 AVENIDA DE LA CARLOTA, SUITE 600		(917) 595.2850	US	CA	LAGUNA HILLS	92653	23046 AVENIDA DE LA CARLOTA, SUITE 600		US	NV	621772151	NUVILEX, INC.	20090324	4-NON	0	0430	10-Q	20190131	2019	Q3	20190314	2019-03-14 17:22:00.0	0	1	pmcb-20190131.xml	1					
0001683168-19-000679	1731176	TOTTENHAM ACQUISITION I LTD	6770	HK		CENTRAL	00000	UNIT B, 11F, ON HING BUILDING	1-9 ON HING TERRANCE	85298350984	HK		CENTRAL	00000	UNIT B, 11F, ON HING BUILDING	1-9 ON HING TERRANCE	VG		000000000	TOTTENHAM ACQUISITION LTD	20180212	4-NON	0	1231	10-K	20181231	2018	FY	20190315	2019-03-15 15:09:00.0	0	1	totau-20181231.xml	1		0.00	20180630		
0001683168-19-000700	1708341	BLACK RIDGE ACQUISITION CORP.	7900	US	MN	MINNEAPOLIS	55403	C/O BLACK RIDGE OIL & GAS, INC.	110 NORTH 5TH STREET, SUITE 410	952-426-1241	US	MN	MINNEAPOLIS	55403	C/O BLACK RIDGE OIL & GAS, INC.	110 NORTH 5TH STREET, SUITE 410	US	DE	821659427			2-ACC	0	1231	10-K	20181231	2018	FY	20190318	2019-03-18 16:21:00.0	0	1	bracu-20181231.xml	1		135240000.00	20180630		
0001683168-19-000716	1550053	GRAND PERFECTA, INC.	7948	US	NV	CARSON CITY	89706	123 WEST NYE LANE	SUITE 129	(775) 884-9380	US	NV	CARSON CITY	89706	123 WEST NYE LANE	SUITE 129	US	NV	465732930	STI HOLDINGS, INC.	20120515	4-NON	0	0731	10-Q	20190131	2019	Q2	20190319	2019-03-19 15:44:00.0	0	1	gpiw-20190131.xml	1					
0001683168-19-000735	1398805	ENVISION SOLAR INTERNATIONAL, INC.	3674	US	CA	SAN DIEGO	92121	5660 EASTGATE DRIVE		858-799-4583	US	CA	SAN DIEGO	92121	5660 EASTGATE DRIVE		US	NV	208457250	CASITA ENTERPRISES, INC.	20070508	4-NON	0	1231	10-K	20181231	2018	FY	20190320	2019-03-20 17:15:00.0	0	1	evsi-20181231.xml	1		23818860.00	20180630		
0001683168-19-000747	1665421	HIGH DESERT HOLDING CORP.	1040	US	NV	INCLINE VILLAGE	89451	865 TAHOE BLVD., STE. 302		775 298-2846	US	NV	INCLINE VILLAGE	89451	865 TAHOE BLVD., STE. 302		US	NV	463493034			4-NON	0	1231	10-K	20181231	2018	FY	20190321	2019-03-21 16:00:00.0	0	1	none-20181231.xml	1		390000.00	20180630		
0001683168-19-000757	1490161	BLACK RIDGE OIL & GAS, INC.	1311	US	MN	MINNEAPOLIS	55403	110 NORTH 5TH STREET	SUITE 410	952-426-1241	US	MN	MINNEAPOLIS	55403	110 NORTH 5TH STREET	SUITE 410	US	DE	272345075	ANTE5, INC.	20100422	4-NON	0	1231	10-K	20181231	2018	FY	20190322	2019-03-22 16:37:00.0	0	1	anfc-20181231.xml	1		7128576.00	20180629		
0001683168-19-000762	1398805	ENVISION SOLAR INTERNATIONAL, INC.	3674	US	CA	SAN DIEGO	92121	5660 EASTGATE DRIVE		858-799-4583	US	CA	SAN DIEGO	92121	5660 EASTGATE DRIVE		US	NV	208457250	CASITA ENTERPRISES, INC.	20070508	4-NON	0	1231	S-1/A	20181231	2018	FY	20190325	2019-03-22 22:00:00.0	1	1	evsi-20181231.xml	1		23818860.00	20180630		
0001683168-19-000764	1398805	ENVISION SOLAR INTERNATIONAL, INC.	3674	US	CA	SAN DIEGO	92121	5660 EASTGATE DRIVE		858-799-4583	US	CA	SAN DIEGO	92121	5660 EASTGATE DRIVE		US	NV	208457250	CASITA ENTERPRISES, INC.	20070508	4-NON	0	1231	S-1/A	20181231	2018	FY	20190325	2019-03-25 06:05:00.0	1	1	evsi-20181231.xml	1		23818860.00	20180630		
0001683168-19-000769	1398805	ENVISION SOLAR INTERNATIONAL, INC.	3674	US	CA	SAN DIEGO	92121	5660 EASTGATE DRIVE		858-799-4583	US	CA	SAN DIEGO	92121	5660 EASTGATE DRIVE		US	NV	208457250	CASITA ENTERPRISES, INC.	20070508	4-NON	0	1231	S-1/A	20181231	2018	FY	20190325	2019-03-25 17:22:00.0	0	1	evsi-20181231.xml	1		23818860.00	20180630		
0001683168-19-000795	1533040	PHIO PHARMACEUTICALS CORP.	2834	US	MA	MARLBOROUGH	01752	257 SIMARANO DRIVE	SUITE 101	(508) 767-3861	US	MA	MARLBOROUGH	01752	257 SIMARANO DRIVE	SUITE 101	US	DE	000000000	RXI PHARMACEUTICALS CORP	20111019	4-NON	0	1231	10-K	20181231	2018	FY	20190327	2019-03-27 17:11:00.0	0	1	phio-20181231.xml	1		8383995.00	20180629		
0001683168-19-000813	1706509	COSMOS GROUP HOLDINGS INC.	4210	HK		WANCHAI	00000	ROOMS 1705-6, 17TH FLOOR	TAI YAU BUILDING, NO. 181 JOHNSTON ROAD	852 3643 1111	HK		WANCHAI	00000	ROOMS 1705-6, 17TH FLOOR	TAI YAU BUILDING, NO. 181 JOHNSTON ROAD	US	NV	223617931			4-NON	0	1231	10-K	20181231	2018	FY	20190328	2019-03-28 09:22:00.0	0	1	cosg-20181231.xml	1		0.00	20180702		
0001683168-19-000815	1636509	VITALIBIS, INC.	6799	US	NV	LAS VEGAS	89169	3960 HOWARD HUGHES PARKWAY	SUITE 500	702-944-9620	US	NV	LAS VEGAS	89169	3960 HOWARD HUGHES PARKWAY	SUITE 500	US	NV	300828224	SHENG YING ENTERTAINMENT CORP.	20170512	4-NON	0	1231	10-K	20181231	2018	FY	20190328	2019-03-28 15:49:00.0	0	1	vcbd-20181231.xml	1		13194060.00	20190319		
0001683168-19-000821	1469317	ALTEGRIS QIM FUTURES FUND, L.P.	6221	US	CA	LA JOLLA	92037	1200 PROSPECT STREET SUITE 400		858.731.8547	US	CA	LA JOLLA	92037	1200 PROSPECT STREET SUITE 400		US	DE	270473854	APM - QIM FUTURES FUND, L.P.	20090730	4-NON	0	1231	10-K	20181231	2018	FY	20190329	2019-03-29 11:54:00.0	0	1	aqim-20181231.xml	1		0.00	20181231		
0001683168-19-000823	1198415	ALTEGRIS WINTON FUTURES FUND, L.P.	6221	US	CA	LA JOLLA	92037	1200 PROSPECT STREET	SUITE 400	858-875-8725	US	CA	LA JOLLA	92037	1200 PROSPECT STREET	SUITE 400	US	CO	841496732	ALTEGRIS WINTON FUTURES FUND LP	20110503	4-NON	0	1231	10-K	20181231	2018	FY	20190329	2019-03-29 11:59:00.0	0	1	awin-20181231.xml	1		0.00	20181231		
0001683168-19-000830	1304409	ATHENA SILVER CORP	2082	US	CA	VACAVILLE	95687	2010A HARBISON DRIVE # 312		707-884-3766	US	CA	VACAVILLE	95687	2010A HARBISON DRIVE # 312				900775276	ATHENA SILVER CORP	20100308	4-NON	0	1231	10-K	20181231	2018	FY	20190329	2019-03-29 14:37:00.0	0	1	ahnr-20181231.xml	1		698261.00	20180629		
0001683168-19-000836	1227282	STRATA POWER CORP	1311	CA	AB	PEACE RIVER	T8S 1T3	10010 - 98 STREET	PO BOX 7770	403-237-5443	CA	AB	PEACE RIVER	T8S 1T3	10010 - 98 STREET	PO BOX 7770	CA	AB	000000000	STRATA POWER CORP	20181228	4-NON	0	1231	20-F	20181231	2018	FY	20190329	2019-03-29 15:49:00.0	0	1	soigf-20181231.xml	1					
0001683168-19-000840	1534525	XENETIC BIOSCIENCES, INC.	2834	US	MA	LEXINGTON	02421	99 HAYDEN AVENUE, SUITE 230		781-778-7720	US	MA	LEXINGTON	02421	99 HAYDEN AVENUE, SUITE 230		US	NV	452952962	GENERAL SALES & LEASING, INC.	20130227	4-NON	0	1231	10-K	20181231	2018	FY	20190329	2019-03-29 17:04:00.0	0	1	xbio-20181231.xml	1		16464779.00	20180629		
0001683168-19-000852	1534525	XENETIC BIOSCIENCES, INC.	2834	US	MA	LEXINGTON	02421	99 HAYDEN AVENUE, SUITE 230		781-778-7720	US	MA	LEXINGTON	02421	99 HAYDEN AVENUE, SUITE 230		US	NV	452952962	GENERAL SALES & LEASING, INC.	20130227	4-NON	0	1231	S-4	20181231	2018	FY	20190329	2019-03-29 17:25:00.0	0	1	xbio-20181231.xml	1		16464779.00	20180629		
0001683252-19-000007	1683252	TOKEN COMMUNITIES LTD.	7374	US	MD	BETHESDA	20814	#3 BETHESDA METRO CENTER SUITE 700		2025365191	US	MD	BETHESDA	20814	#3 BETHESDA METRO CENTER SUITE 700		US	DE	813709511	PACIFIC MEDIA GROUP ENTERPRISES, INC.	20160829	4-NON	0	0630	10-K	20180630	2018	FY	20190307	2019-03-07 17:15:00.0	0	1	tkcm-20180630.xml	1		270000.00	20171231		
0001683825-19-000008	1683825	TRIVAGO N.V.	7374	DE		DUSSELDORF	40221	KESSELSTRASSE 5 - 7		4921154065110	DE		DUSSELDORF	40221	KESSELSTRASSE 5 - 7		NL		000000000	TRAVEL B.V.	20161114	2-ACC	0	1231	20-F	20181231	2018	FY	20190306	2019-03-06 07:43:00.0	0	1	trvg-20181231.xml	1					
0001684506-19-000002	1684506	FOLKUP DEVELOPMENT INC.	5900	RS		NOVI BEOGRAD	11070	MILEVE MARIC AJNSTAJN 72		(315) 359-5955	RS		NOVI BEOGRAD	11070	MILEVE MARIC AJNSTAJN 72		US	NV	320499929			5-SML	0	1130	10-K	20181130	2018	FY	20190205	2019-02-05 13:43:00.0	0	1	none-20181130.xml	1		0.00	20181130		
0001684506-19-000006	1684506	FOLKUP DEVELOPMENT INC.	5900	RS		NOVI BEOGRAD	11070	MILEVE MARIC AJNSTAJN 72		(315) 359-5955	RS		NOVI BEOGRAD	11070	MILEVE MARIC AJNSTAJN 72		US	NV	320499929			5-SML	0	1130	10-Q	20190228	2019	Q1	20190325	2019-03-25 15:55:00.0	0	1	none-20190228.xml	1					
0001684682-19-000005	1684682	CNL STRATEGIC CAPITAL, LLC	3990	US	FL	ORLANDO	32802	P.O. BOX 4920		407-650-1000	US	FL	ORLANDO	32802	P.O. BOX 4920		US	DE	320503849			4-NON	0	1231	10-K	20181231	2018	FY	20190319	2019-03-19 14:41:00.0	0	1	cnl-20181231.xml	1		0.00	20180630		
0001685040-19-000009	1685040	BRIGHTHOUSE FINANCIAL, INC.	6311	US	NC	CHARLOTTE	28277	11225 N COMMUNITY HOUSE ROAD		980-365-7100	US	NC	CHARLOTTE	28277	11225 N COMMUNITY HOUSE ROAD		US	DE	813846992			1-LAF	1	1231	10-K	20181231	2018	FY	20190226	2019-02-26 17:07:00.0	0	1	bhf-20181231.xml	1		4800000000.00	20180629		
0001685071-19-000008	1685071	DOVA PHARMACEUTICALS INC.	2834	US	NC	DURHAM	27707	240 LEIGH FARM ROAD		919-806-4487	US	NC	DURHAM	27707	240 LEIGH FARM ROAD		US	DE	813858961	DOVA PHARMACEUTICALS, INC.	20160919	2-ACC	0	1231	10-K	20181231	2018	FY	20190305	2019-03-05 07:16:00.0	0	1	dova-20181231.xml	1		392412000.00	20180629		
0001685715-19-000005	1685715	JAGGED PEAK ENERGY INC.	1311	US	CO	DENVER	80202	1401 LAWRENCE STREET, SUITE 1800		(720) 215-3700	US	CO	DENVER	80202	1401 LAWRENCE STREET, SUITE 1800		US	DE	813943703			1-LAF	1	1231	10-K	20181231	2018	FY	20190228	2019-02-28 16:54:00.0	0	1	jag-20181231.xml	1		754000000.00	20180630		
0001685766-19-000009	1685766	MOVEIX INC.	3790	US		LAS VEGAS, NEVADA	89169-6014	3773 HOWARD HUGHES PKWY	SUITE 500S	1702 430 1881	US		LAS VEGAS, NEVADA	89169-6014	3773 HOWARD HUGHES PKWY	SUITE 500S	US	NV	352567439			5-SML	0	0531	10-Q/A	20180831	2019	Q1	20190122	2019-01-22 15:35:00.0	0	0	none-20180831.xml	1		0.00	20171130		
0001685766-19-000011	1685766	MOVEIX INC.	3790	US		LAS VEGAS, NEVADA	89169-6014	3773 HOWARD HUGHES PKWY	SUITE 500S	1702 430 1881	US		LAS VEGAS, NEVADA	89169-6014	3773 HOWARD HUGHES PKWY	SUITE 500S	US	NV	352567439			5-SML	0	0531	10-Q	20181130	2019	Q2	20190206	2019-02-06 16:45:00.0	0	0	avrn-20181130.xml	1		0.00	20171130		
0001687229-19-000014	1687229	INVITATION HOMES INC.	6510	US	TX	DALLAS	75201	1717 MAIN STREET, SUITE 2000		(972) 421-3600	US	TX	DALLAS	75201	1717 MAIN STREET, SUITE 2000		US	TX	814080868			1-LAF	1	1231	10-K	20181231	2018	FY	20190228	2019-02-27 19:10:00.0	0	1	invh-20181231.xml	1		6899999744.00	20180629		
0001687242-19-000003	1687242	FERD CORP.	2390	IT		VENEZIA	30173	VIA AMERIGO VESPUCCI, 19, INT. 9		390418520009	IT		VENEZIA	30173	VIA AMERIGO VESPUCCI, 19, INT. 9		US	NV	000000000			5-SML	0	0930	10-Q	20180630	2018	Q3	20190131	2019-01-31 13:13:00.0	0	1	none-20180630.xml	1					
0001687926-19-000004	1687926	KRIPTECH INTERNATIONAL CORP.	7380	TH		SURAT THANI PROVINCE	84320	21/37 MOO 4, BANGRAK	BOPHUT, KOH SAMUI,	(424) 265-6700	TH		SURAT THANI PROVINCE	84320	21/37 MOO 4, BANGRAK	BOPHUT, KOH SAMUI,	US	NV	371830331			5-SML	0	0930	10-Q	20181231	2019	Q1	20190208	2019-02-08 09:49:00.0	0	0	kriptech-20181231.xml	1					
0001688016-19-000014	1688016	PHILLIPS EDISON GROCERY CENTER REIT III, INC.	6798	US	OH	CINCINNATI	45249	11501 NORTHLAKE DRIVE		513-554-1110	US	OH	CINCINNATI	45249	11501 NORTHLAKE DRIVE		US	MD	320499883			4-NON	0	1231	10-K	20181231	2018	FY	20190315	2019-03-15 16:26:00.0	0	1	cik0001688016-20181231.xml	1		0.00	20181231		
0001688476-19-000005	1688476	KEANE GROUP, INC.	1389	US	TX	HOUSTON	77056	1800 POAST OAK BLVD	SUITE 450	713-960-0381	US	TX	HOUSTON	77056	1800 POAST OAK BLVD	SUITE 450	US	DE	000000000			1-LAF	0	1231	10-K	20181231	2018	FY	20190227	2019-02-27 16:20:00.0	0	1	frac-20181231.xml	1		716400000.00	20180630		
